n=86   E_DFT=   21.528353  Re=   36.191409  Im=1037380.338960
n=87   E_DFT=   21.532877  Re=   35.798634  Im=1065733.795026
n=88   E_DFT=   22.096338  Re= -269.688708  Im=-130713.615901
n=89   E_DFT=   22.098263  Re= -275.557916  Im=-121978.803359
n=90   E_DFT=   22.640345  Re=  673.580916  Im=-375721.966100
n=91   E_DFT=   22.645732  Re=  664.570831  Im=-364420.012167
n=92   E_DFT=   22.798641  Re=  624.381907  Im=233700.625489
n=93   E_DFT=   22.799418  Re=  580.974060  Im=225074.326698
n=94   E_DFT=   23.679970  Re=   31.548600  Im=196803.114836
n=95   E_DFT=   23.683931  Re=   20.072584  Im=234347.873348
n=96   E_DFT=   23.952070  Re=  992.954087  Im=-352197.201636
n=97   E_DFT=   23.979218  Re=  922.876077  Im=-339116.139829
n=98   E_DFT=   24.160320  Re=  298.410211  Im=-1784994.700449
n=99   E_DFT=   24.160688  Re=  298.432743  Im=-1799753.116404

k-point 23:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468367  Re= -133.130417  Im=-102478.652757
n=1    E_DFT=  -65.468364  Re= -124.947121  Im=-107239.427121
n=2    E_DFT=  -42.219225  Re=  -39.469711  Im=420391.563668
n=3    E_DFT=  -42.204416  Re=  -40.159201  Im=751179.651954
n=4    E_DFT=  -39.715679  Re=  -44.100030  Im=44181.677132
n=5    E_DFT=  -39.696202  Re=  -33.580864  Im=428843.614006
n=6    E_DFT=  -39.570621  Re=  -50.724801  Im=-804132.619945
n=7    E_DFT=  -39.568904  Re=  -46.227060  Im=-840727.258695
n=8    E_DFT=  -17.545462  Re= -147.501514  Im=-114326.466658
n=9    E_DFT=  -17.506055  Re= -144.577994  Im=-123733.455573
n=10   E_DFT=  -17.368641  Re= -201.667133  Im=171499.092038
n=11   E_DFT=  -17.365583  Re= -203.201496  Im=143854.416084
n=12   E_DFT=  -10.630584  Re=  600.103731  Im=491170.457250
n=13   E_DFT=  -10.619143  Re=  618.283476  Im=463699.445983
n=14   E_DFT=  -10.254308  Re= -203.905073  Im=185369.675231
n=15   E_DFT=  -10.244386  Re= -209.820458  Im=170833.993555
n=16   E_DFT=   -9.147467  Re= -308.622654  Im=22742.552466
n=17   E_DFT=   -9.142131  Re= -286.195744  Im=-28822.456550
n=18   E_DFT=   -8.577057  Re=  700.758119  Im=-378843.283699
n=19   E_DFT=   -8.560041  Re=  660.249759  Im=-428644.063231
n=20   E_DFT=   -7.703407  Re=  650.767434  Im=-1466027.043732
n=21   E_DFT=   -7.638029  Re=  678.676274  Im=-1501157.175031
n=22   E_DFT=   -7.117241  Re= 1559.958778  Im=-120333.079763
n=23   E_DFT=   -7.105360  Re= 1614.288327  Im=-111402.752978
n=24   E_DFT=   -5.867653  Re=  262.333532  Im=-4812907.181069
n=25   E_DFT=   -5.764841  Re=  301.431355  Im=-4618116.531249
n=26   E_DFT=   -3.108351  Re= -400.985803  Im=5586981.876201
n=27   E_DFT=   -3.088702  Re= -301.187928  Im=6271273.190418
n=28   E_DFT=   -2.527630  Re=-1462.945674  Im=1009846.943451
n=29   E_DFT=   -2.424771  Re=-1294.599069  Im=1613750.943699
n=30   E_DFT=   -2.018789  Re=-1984.002865  Im=-1133569.924194
n=31   E_DFT=   -2.013993  Re=-1972.267446  Im=-802351.695874
n=32   E_DFT=   -0.900245  Re= -462.097810  Im=1895728.772171
n=33   E_DFT=   -0.871182  Re= -436.401766  Im=2221943.276959
n=34   E_DFT=    1.945956  Re=   46.252984  Im=823540.125167
n=35   E_DFT=    1.983573  Re=   -7.416289  Im=789889.505405
n=36   E_DFT=    3.821254  Re=   32.253723  Im=192296.130427
n=37   E_DFT=    3.848380  Re=   16.059393  Im=205239.839483
n=38   E_DFT=    3.878472  Re=   13.710403  Im=255374.442622
n=39   E_DFT=    3.888883  Re=   11.993167  Im=267765.428204
n=40   E_DFT=    4.941539  Re=  -41.012336  Im=327255.784113
n=41   E_DFT=    4.945488  Re=   -6.679037  Im=575485.225294
n=42   E_DFT=    5.062533  Re= -389.005471  Im=457050.813691
n=43   E_DFT=    5.065578  Re= -410.478568  Im=331969.584179
n=44   E_DFT=    5.970859  Re= -675.147048  Im=1339258.521928
n=45   E_DFT=    5.985588  Re= -693.467336  Im=1528274.078235
n=46   E_DFT=    7.712102  Re=   37.014323  Im=-553288.603420
n=47   E_DFT=    7.716247  Re=   38.353644  Im=-525352.812092
n=48   E_DFT=    8.225852  Re=  661.994090  Im=-1042499.575356
n=49   E_DFT=    8.236298  Re=  666.119734  Im=-1035808.993262
n=50   E_DFT=    9.059441  Re= -110.442061  Im=-538071.715260
n=51   E_DFT=    9.065211  Re= -122.406922  Im=-544433.822920
n=52   E_DFT=    9.639266  Re= 1291.306108  Im=-920986.431647
n=53   E_DFT=    9.642214  Re= 1277.332699  Im=-969116.628393
n=54   E_DFT=   10.407415  Re=  258.673059  Im=-1253451.253536
n=55   E_DFT=   10.439784  Re=  266.622570  Im=-1371551.295867
n=56   E_DFT=   11.974973  Re= -251.702485  Im=-214522.430349
n=57   E_DFT=   11.982249  Re= -260.585154  Im=-330915.831467
n=58   E_DFT=   13.134240  Re= -399.191358  Im=-116929.654830
n=59   E_DFT=   13.137577  Re= -414.552129  Im=-116341.362993
n=60   E_DFT=   13.174721  Re= -796.756657  Im=-267076.654624
n=61   E_DFT=   13.179389  Re= -791.285720  Im=-242099.329933
n=62   E_DFT=   14.314038  Re=  218.861002  Im=87609.440646
n=63   E_DFT=   14.317395  Re=  212.581532  Im=107627.096346
n=64   E_DFT=   14.782147  Re=  -14.969453  Im=-275277.063431
n=65   E_DFT=   14.823557  Re=   -3.839402  Im=-215852.519065
n=66   E_DFT=   15.868744  Re=  -98.814474  Im=156333.576919
n=67   E_DFT=   15.902543  Re=  -91.327219  Im=147042.605386
n=68   E_DFT=   16.231168  Re=   27.971968  Im=-56571.620913
n=69   E_DFT=   16.237863  Re=   45.394773  Im=-57633.112123
n=70   E_DFT=   16.957430  Re=  694.977408  Im=-955579.659034
n=71   E_DFT=   16.962785  Re=  690.640094  Im=-1000625.106275
n=72   E_DFT=   17.403844  Re=  617.698780  Im=724104.982060
n=73   E_DFT=   17.455892  Re=  621.124631  Im=746813.738056
n=74   E_DFT=   17.926368  Re=   46.838066  Im=-374622.971881
n=75   E_DFT=   17.928264  Re=   37.129392  Im=-404353.377929
n=76   E_DFT=   18.305848  Re=  -90.458609  Im=-139017.448731
n=77   E_DFT=   18.308614  Re=  -86.902827  Im=-113947.984422
n=78   E_DFT=   19.025700  Re=  250.012688  Im=279987.245351
n=79   E_DFT=   19.025796  Re=  250.763466  Im=285962.111451
n=80   E_DFT=   19.939298  Re=   18.726443  Im=-1495818.397100
n=81   E_DFT=   19.940026  Re=   25.852733  Im=-1457022.988201
n=82   E_DFT=   19.999140  Re=  286.940700  Im=1659596.463150
n=83   E_DFT=   20.005200  Re=  282.549883  Im=1642672.673339
n=84   E_DFT=   21.135545  Re=  356.109891  Im=192340.376310
n=85   E_DFT=   21.153852  Re=  364.030732  Im=212601.562298
n=86   E_DFT=   21.528327  Re=  201.825461  Im=-23869.678404
n=87   E_DFT=   21.532851  Re=  201.091036  Im=-31469.142124
n=88   E_DFT=   22.096331  Re=  294.891026  Im=672855.756654
n=89   E_DFT=   22.098256  Re=  288.052695  Im=670453.165124
n=90   E_DFT=   22.640330  Re= -139.792895  Im=-134666.725434
n=91   E_DFT=   22.645717  Re= -140.435457  Im=-131783.139427
n=92   E_DFT=   22.798624  Re=  423.610392  Im=76021.068842
n=93   E_DFT=   22.799402  Re=  422.963731  Im=148745.461043
n=94   E_DFT=   23.679963  Re=  299.520119  Im=-330141.423015
n=95   E_DFT=   23.683924  Re=  303.799656  Im=-333028.273612
n=96   E_DFT=   23.952060  Re= -112.819861  Im=-638939.933776
n=97   E_DFT=   23.979209  Re=  -92.526599  Im=-602086.656378
n=98   E_DFT=   24.160324  Re=  247.389629  Im=418936.994124
n=99   E_DFT=   24.160692  Re=  251.250774  Im=416467.489732

k-point 24:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.505204  Re= -117.082716  Im=11199.578386
n=1    E_DFT=  -65.505204  Re= -117.576376  Im=14804.373912
n=2    E_DFT=  -42.186763  Re=  -27.105928  Im=3823615.208727
n=3    E_DFT=  -42.186763  Re=  -31.616267  Im=-2553941.948252
n=4    E_DFT=  -39.675143  Re=  -37.751110  Im=1454018.258021
n=5    E_DFT=  -39.675143  Re=  -37.195888  Im=-1526439.289494
n=6    E_DFT=  -39.538429  Re=  -11.846357  Im=1075654.792631
n=7    E_DFT=  -39.538429  Re=  -12.604513  Im=-1838360.607568
n=8    E_DFT=  -18.072903  Re=    0.951400  Im=-269394.487012
n=9    E_DFT=  -18.072903  Re=    3.906493  Im=-300788.650233
n=10   E_DFT=  -17.618198  Re=   98.133745  Im=-504461.300900
n=11   E_DFT=  -17.618198  Re=   96.287769  Im=-522825.225257
n=12   E_DFT=  -10.544596  Re= -122.652211  Im=627695.190535
n=13   E_DFT=  -10.544596  Re= -126.612009  Im=559861.290705
n=14   E_DFT=   -9.558854  Re=  -18.220294  Im=263986.252036
n=15   E_DFT=   -9.558854  Re=  -22.550764  Im=226183.140452
n=16   E_DFT=   -9.179243  Re=   29.560377  Im=-2173998.185526
n=17   E_DFT=   -9.179243  Re=   32.774217  Im=-2099729.135394
n=18   E_DFT=   -8.134597  Re= -376.878415  Im=124466.591265
n=19   E_DFT=   -8.134597  Re= -386.295864  Im=186029.713192
n=20   E_DFT=   -7.026315  Re= -153.298789  Im=-47851.508370
n=21   E_DFT=   -7.026315  Re= -153.796309  Im=-18545.630317
n=22   E_DFT=   -6.612773  Re=  -45.407858  Im=-549932.030519
n=23   E_DFT=   -6.612771  Re= -130.379184  Im=  355.783143
n=24   E_DFT=   -6.332734  Re= -208.872939  Im=-5379083.552865
n=25   E_DFT=   -6.332732  Re= -303.318727  Im=-4779993.404621
n=26   E_DFT=   -3.126287  Re=  145.201009  Im=2540455.454221
n=27   E_DFT=   -3.126286  Re=  139.803730  Im=-1294614.388133
n=28   E_DFT=   -2.998807  Re=  440.844104  Im=8510977.129824
n=29   E_DFT=   -2.998805  Re=  408.541221  Im=4905501.880556
n=30   E_DFT=   -1.891624  Re= -140.506449  Im=3157469.644892
n=31   E_DFT=   -1.891623  Re= -104.651907  Im=3102671.438314
n=32   E_DFT=   -1.279015  Re=  832.432134  Im=-321296.949917
n=33   E_DFT=   -1.279014  Re=  904.586351  Im=-314918.249014
n=34   E_DFT=    2.651931  Re=  -12.796569  Im=1265392.693959
n=35   E_DFT=    2.651931  Re=  -13.980394  Im=1282345.954100
n=36   E_DFT=    2.909046  Re=    7.873579  Im=770499.273452
n=37   E_DFT=    2.909046  Re=    6.989968  Im=763251.761180
n=38   E_DFT=    3.282128  Re=  -33.229655  Im=398137.341322
n=39   E_DFT=    3.282128  Re=  -26.410735  Im=412179.582765
n=40   E_DFT=    5.167172  Re=   51.021053  Im=-2298851.529734
n=41   E_DFT=    5.167172  Re=   51.997775  Im=-2286011.805317
n=42   E_DFT=    5.582654  Re= -123.044778  Im=5032799.801768
n=43   E_DFT=    5.582655  Re= -129.758919  Im=5152187.532257
n=44   E_DFT=    7.149581  Re=   47.771571  Im=-464723.394847
n=45   E_DFT=    7.149582  Re=   54.064437  Im=-278396.378546
n=46   E_DFT=    7.620482  Re=  -12.019294  Im=155107.527436
n=47   E_DFT=    7.620482  Re=   -9.360627  Im=162516.085151
n=48   E_DFT=    7.714038  Re=  -47.773686  Im=-340841.405346
n=49   E_DFT=    7.714038  Re=  -55.101879  Im=-76039.266437
n=50   E_DFT=    9.159379  Re=   38.065782  Im=10260.801376
n=51   E_DFT=    9.159379  Re=   41.064704  Im= 7460.088082
n=52   E_DFT=    9.701627  Re=   40.237749  Im=1921501.231920
n=53   E_DFT=    9.701627  Re=   49.149023  Im=1938728.629700
n=54   E_DFT=   10.083475  Re= -170.494458  Im=-327814.759337
n=55   E_DFT=   10.083475  Re= -146.821433  Im=-271456.066595
n=56   E_DFT=   10.160898  Re=  126.859927  Im=-9515.440357
n=57   E_DFT=   10.160898  Re=  126.675691  Im=20786.943902
n=58   E_DFT=   12.372287  Re= -501.526542  Im=52412.708617
n=59   E_DFT=   12.372287  Re= -525.801115  Im=36369.199374
n=60   E_DFT=   13.551373  Re=   58.033216  Im=166274.414422
n=61   E_DFT=   13.551373  Re=   57.274237  Im=170862.347337
n=62   E_DFT=   13.877356  Re=   69.119382  Im=-215671.824588
n=63   E_DFT=   13.877356  Re=   68.318243  Im=-233040.963364
n=64   E_DFT=   14.834136  Re=   78.708146  Im=-790662.155545
n=65   E_DFT=   14.834136  Re=   78.545370  Im=-833816.464022
n=66   E_DFT=   15.592297  Re=  115.562930  Im=656780.802230
n=67   E_DFT=   15.592297  Re=  115.785314  Im=667975.702157
n=68   E_DFT=   16.262768  Re=   43.507127  Im=-257702.402821
n=69   E_DFT=   16.262768  Re=   53.029970  Im=-229735.158321
n=70   E_DFT=   17.047679  Re=   34.418551  Im=-1341705.760683
n=71   E_DFT=   17.047679  Re=   25.838783  Im=-1399451.170159
n=72   E_DFT=   17.205224  Re=  118.815654  Im=-1684148.154565
n=73   E_DFT=   17.205224  Re=  118.272158  Im=-1687982.865204
n=74   E_DFT=   17.670259  Re=  255.985541  Im=-23748.831512
n=75   E_DFT=   17.670259  Re=  255.804882  Im=-18850.332209
n=76   E_DFT=   19.471023  Re=  101.474324  Im=724952.931376
n=77   E_DFT=   19.471023  Re=  102.256201  Im=726067.203653
n=78   E_DFT=   19.564059  Re=   69.167506  Im=194121.346908
n=79   E_DFT=   19.564059  Re=   69.754830  Im=194134.238396
n=80   E_DFT=   19.767101  Re= -112.190165  Im=-145590.440745
n=81   E_DFT=   19.767101  Re= -104.888719  Im=-147795.164799
n=82   E_DFT=   20.779954  Re=  170.895658  Im=96198.921033
n=83   E_DFT=   20.779954  Re=  169.820172  Im=94668.029740
n=84   E_DFT=   21.104216  Re=   94.291111  Im=165795.220023
n=85   E_DFT=   21.104217  Re=  126.872851  Im=130224.059396
n=86   E_DFT=   21.222122  Re=   58.882076  Im=99840.371451
n=87   E_DFT=   21.222123  Re=   97.333524  Im= 7687.163499
n=88   E_DFT=   22.748402  Re=  138.266268  Im=-535243.519245
n=89   E_DFT=   22.748403  Re=  162.259219  Im=-550159.226031
n=90   E_DFT=   22.758944  Re=  191.353492  Im=-1083049.602157
n=91   E_DFT=   22.758945  Re=  238.125584  Im=-1206859.616239
n=92   E_DFT=   22.917925  Re=   60.635536  Im=224500.725508
n=93   E_DFT=   22.917928  Re=  117.899518  Im=22029.166162
n=94   E_DFT=   22.949454  Re=  113.004089  Im=-57127.878133
n=95   E_DFT=   22.949454  Re=  113.925918  Im=-41787.224007
n=96   E_DFT=   24.063735  Re=   57.828016  Im=1117563.759693
n=97   E_DFT=   24.063736  Re=   52.565834  Im=1090321.685778
n=98   E_DFT=   24.084712  Re=  103.424934  Im=619966.292262
n=99   E_DFT=   24.084713  Re=  101.879539  Im=575154.069346

k-point 25:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.453770  Re=  -39.147707  Im=-149182.049020
n=1    E_DFT=  -65.453768  Re=  -41.656226  Im=-148263.527359
n=2    E_DFT=  -42.170480  Re= -107.179707  Im=-2702620.488381
n=3    E_DFT=  -42.163240  Re=  -72.168344  Im=4022876.420751
n=4    E_DFT=  -39.636360  Re=  -97.813562  Im=-743047.859996
n=5    E_DFT=  -39.634236  Re= -104.044569  Im=520796.434078
n=6    E_DFT=  -39.534290  Re=  -89.676627  Im=-2594292.492987
n=7    E_DFT=  -39.525881  Re=  -49.497079  Im=2374522.954566
n=8    E_DFT=  -18.334012  Re=  -17.631222  Im=-461797.055499
n=9    E_DFT=  -18.318233  Re=    1.271689  Im=-484161.514349
n=10   E_DFT=  -17.722537  Re=  251.575990  Im=93321.513190
n=11   E_DFT=  -17.721167  Re=  249.504027  Im=60510.324772
n=12   E_DFT=  -10.245734  Re= -169.072489  Im=166033.261045
n=13   E_DFT=  -10.220717  Re= -170.024352  Im=132927.527837
n=14   E_DFT=   -9.056408  Re=  511.839528  Im=-685694.127716
n=15   E_DFT=   -9.046130  Re=  505.632648  Im=-787839.642631
n=16   E_DFT=   -9.017568  Re=  544.725942  Im=274992.802182
n=17   E_DFT=   -8.988061  Re=  583.504145  Im=286888.083705
n=18   E_DFT=   -8.542472  Re= -683.282333  Im=-1026793.467559
n=19   E_DFT=   -8.516202  Re= -630.554961  Im=-924192.164283
n=20   E_DFT=   -7.289164  Re=-1913.053793  Im=-1057138.716923
n=21   E_DFT=   -7.213015  Re=-1900.364672  Im=-1025658.744528
n=22   E_DFT=   -6.417987  Re=-1605.104023  Im=393651.522387
n=23   E_DFT=   -6.383179  Re=-1656.250789  Im=430818.898978
n=24   E_DFT=   -6.168054  Re= -521.317566  Im=-2649715.804454
n=25   E_DFT=   -6.099039  Re= -435.280741  Im=-2382499.487196
n=26   E_DFT=   -3.445813  Re=  177.507608  Im=5931714.351785
n=27   E_DFT=   -3.384031  Re=  195.801070  Im=6426547.580267
n=28   E_DFT=   -2.847931  Re= 2734.061282  Im=313717.278277
n=29   E_DFT=   -2.831977  Re= 2717.336261  Im=518837.381952
n=30   E_DFT=   -2.645251  Re=  249.451245  Im=1116814.778585
n=31   E_DFT=   -2.592543  Re=  294.223339  Im=1050489.147726
n=32   E_DFT=   -1.170750  Re= 2313.538191  Im=-1247571.194840
n=33   E_DFT=   -1.137573  Re= 2375.131070  Im=-1236911.518897
n=34   E_DFT=    3.626558  Re=  -19.153369  Im=-477464.616865
n=35   E_DFT=    3.659791  Re=    2.571933  Im=-498325.369166
n=36   E_DFT=    4.108830  Re=  160.326773  Im=136127.792430
n=37   E_DFT=    4.114099  Re=  168.950159  Im=129687.261031
n=38   E_DFT=    4.242548  Re=    0.644576  Im=569202.486599
n=39   E_DFT=    4.333530  Re=   -0.907220  Im=542447.676279
n=40   E_DFT=    4.972504  Re= -228.229740  Im=-769000.686673
n=41   E_DFT=    4.977819  Re= -226.964501  Im=-665015.727126
n=42   E_DFT=    5.116614  Re=  -14.153060  Im=304732.579631
n=43   E_DFT=    5.119134  Re=   -2.577731  Im=330243.904964
n=44   E_DFT=    6.377229  Re= -716.349868  Im=1500917.520822
n=45   E_DFT=    6.460980  Re= -608.566910  Im=1386765.250824
n=46   E_DFT=    6.974874  Re= -478.681714  Im=249444.309393
n=47   E_DFT=    7.009346  Re= -773.154269  Im=391499.028545
n=48   E_DFT=    7.026516  Re=   23.992043  Im=59238.886582
n=49   E_DFT=    7.073716  Re=  205.416421  Im=79536.898863
n=50   E_DFT=    7.846985  Re= -182.026469  Im=105609.062786
n=51   E_DFT=    7.849613  Re= -175.788091  Im=113055.275170
n=52   E_DFT=    9.209831  Re= -101.665610  Im=101652.362503
n=53   E_DFT=    9.248769  Re=  -99.743483  Im=55653.113816
n=54   E_DFT=    9.762892  Re= -162.680459  Im=-175275.512469
n=55   E_DFT=    9.769428  Re= -160.787408  Im=-157339.801404
n=56   E_DFT=   10.615502  Re= -243.195636  Im=1454466.422686
n=57   E_DFT=   10.660549  Re= -244.644001  Im=1486685.692054
n=58   E_DFT=   12.076226  Re= -360.533100  Im=-619035.006614
n=59   E_DFT=   12.097788  Re= -357.535295  Im=-649997.960067
n=60   E_DFT=   14.435833  Re=  190.268592  Im=-95810.766951
n=61   E_DFT=   14.441033  Re=  195.399958  Im=-106347.986902
n=62   E_DFT=   15.090693  Re=  117.717955  Im=469713.763548
n=63   E_DFT=   15.093922  Re=  126.219339  Im=520754.914371
n=64   E_DFT=   15.220724  Re=  -10.289757  Im= 5031.127978
n=65   E_DFT=   15.223436  Re=   -9.047910  Im=15329.342643
n=66   E_DFT=   15.554056  Re= -536.911296  Im=-172770.638234
n=67   E_DFT=   15.554319  Re= -528.297134  Im=-169450.242158
n=68   E_DFT=   15.934146  Re=   49.328186  Im=-1846319.441475
n=69   E_DFT=   15.970726  Re=   35.995338  Im=-1728414.784721
n=70   E_DFT=   16.783727  Re=  -33.275280  Im=21182.688929
n=71   E_DFT=   16.785560  Re=  -36.916152  Im=14332.806370
n=72   E_DFT=   16.917463  Re=  447.455341  Im=250831.601013
n=73   E_DFT=   16.921489  Re=  449.922823  Im=250270.115393
n=74   E_DFT=   17.693829  Re=   41.364371  Im=523602.849668
n=75   E_DFT=   17.743620  Re=   38.991591  Im=558137.083307
n=76   E_DFT=   18.030562  Re=  419.663041  Im=-96539.727467
n=77   E_DFT=   18.035046  Re=  418.933882  Im=-91459.115687
n=78   E_DFT=   19.504270  Re= -324.681924  Im=-85999.322878
n=79   E_DFT=   19.513762  Re= -316.528680  Im=-46348.849901
n=80   E_DFT=   19.632757  Re=   69.048209  Im=-625149.287808
n=81   E_DFT=   19.640337  Re=   96.982190  Im=-589372.662429
n=82   E_DFT=   19.713690  Re=  -58.604381  Im=-1248446.679179
n=83   E_DFT=   19.760138  Re=  -37.721040  Im=-1235989.245355
n=84   E_DFT=   21.307641  Re= -442.476612  Im=1687385.528751
n=85   E_DFT=   21.392884  Re= -514.727005  Im=1793246.391069
n=86   E_DFT=   21.447627  Re=   53.196072  Im=375951.613132
n=87   E_DFT=   21.468243  Re=   -1.498240  Im=497802.415749
n=88   E_DFT=   22.135009  Re=  144.229228  Im=55909.650189
n=89   E_DFT=   22.137841  Re=  141.979703  Im=57301.796293
n=90   E_DFT=   22.483376  Re=   33.987943  Im=-382807.810904
n=91   E_DFT=   22.486111  Re=   32.760335  Im=-398549.378792
n=92   E_DFT=   23.579826  Re=  937.458864  Im=666860.408757
n=93   E_DFT=   23.587959  Re=  930.825603  Im=688107.190001
n=94   E_DFT=   23.734389  Re= -261.321503  Im=-479703.015386
n=95   E_DFT=   23.740279  Re= -257.890625  Im=-476282.703211
n=96   E_DFT=   24.301638  Re=  -25.191035  Im=247336.872520
n=97   E_DFT=   24.324377  Re=   -9.528979  Im=246671.560987
n=98   E_DFT=   24.372065  Re=  -46.401715  Im=-375871.527244
n=99   E_DFT=   24.374803  Re=  -49.978247  Im=-384579.978433

k-point 26:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.505204  Re=  -19.489606  Im=82370.952059
n=1    E_DFT=  -65.505204  Re=  -22.603158  Im=72536.026243
n=2    E_DFT=  -42.186763  Re= -105.341571  Im=-2332101.978147
n=3    E_DFT=  -42.186763  Re=  -70.632885  Im=3888015.190370
n=4    E_DFT=  -39.675142  Re=  -71.025586  Im=-1481086.050153
n=5    E_DFT=  -39.675142  Re=  -49.948457  Im=1435002.040580
n=6    E_DFT=  -39.538431  Re= -118.093134  Im=-1574539.605828
n=7    E_DFT=  -39.538431  Re=  -96.527071  Im=1287968.965132
n=8    E_DFT=  -18.072901  Re= -220.289445  Im=-230197.581309
n=9    E_DFT=  -18.072901  Re= -204.608021  Im=-240364.547096
n=10   E_DFT=  -17.618190  Re= -573.056701  Im=605248.972645
n=11   E_DFT=  -17.618190  Re= -575.301781  Im=553224.089794
n=12   E_DFT=  -10.544596  Re=  275.869164  Im=548105.056557
n=13   E_DFT=  -10.544596  Re=  284.555526  Im=616318.969809
